anchor_date,gate_patch_2,gate_patch_4,gate_patch_8,gate_patch_10,gate_patch_12
2024-11-26,0.30422872,0.07629564,0.32934964,0.0993974,0.19072856
2024-11-27,0.1922788,0.123064846,0.29718557,0.27660072,0.11087001
2024-11-29,0.03291853,0.072256185,0.121225454,0.6140073,0.15959255
2024-12-02,0.019586056,0.089624934,0.10102637,0.5880355,0.20172714
2024-12-03,0.04037628,0.3188333,0.09431246,0.34070632,0.20577163
2024-12-04,0.13927586,0.37044004,0.11854549,0.23175931,0.13997932
2024-12-05,0.28989294,0.30590257,0.10476105,0.13621764,0.16322589
2024-12-06,0.3421514,0.2835452,0.108121626,0.08562551,0.18055625
2024-12-09,0.4568813,0.27165347,0.124424785,0.0394179,0.107622504
2024-12-10,0.3285587,0.30139667,0.16945428,0.037518196,0.16307217
2024-12-11,0.5231017,0.13774234,0.18236934,0.036990855,0.119795725
2024-12-12,0.44011992,0.08580705,0.29639155,0.09057566,0.08710584
2024-12-13,0.22236966,0.104483224,0.19945896,0.33978936,0.13389882
2024-12-16,0.03538691,0.08788206,0.16614369,0.46558928,0.2449981
2024-12-17,0.06570593,0.21174325,0.21536314,0.21488644,0.2923012
2024-12-18,0.2177669,0.10591095,0.34244713,0.11576701,0.21810807
2024-12-19,0.22960863,0.091818266,0.35567802,0.10657181,0.21632327
2024-12-20,0.22420111,0.08141322,0.32575494,0.18685967,0.18177104
2024-12-23,0.120194115,0.08376157,0.31116927,0.2856725,0.19920255
2024-12-24,0.063730806,0.114526056,0.23458703,0.33274478,0.2544113
2024-12-26,0.07194649,0.12052466,0.26101086,0.31328538,0.23323269
2024-12-27,0.13645624,0.10072655,0.32189772,0.2769057,0.16401376
2024-12-30,0.09091539,0.09381359,0.2605312,0.35407633,0.20066349
2024-12-31,0.07841922,0.0882637,0.25927728,0.3908608,0.18317907
2025-01-02,0.0691238,0.10914251,0.2744003,0.36931905,0.17801438
2025-01-03,0.037966765,0.13757707,0.18641454,0.36553726,0.2725044
2025-01-06,0.06793567,0.16178484,0.2544193,0.3425658,0.17329443
2025-01-07,0.08344905,0.18754685,0.159251,0.41762215,0.15213095
2025-01-08,0.04888563,0.3183762,0.09020199,0.37025723,0.17227893
2025-01-10,0.1809215,0.36280006,0.109791994,0.1900184,0.15646796
2025-01-13,0.32955942,0.28766498,0.10975438,0.08271042,0.19031078
2025-01-14,0.42578468,0.27931356,0.098439164,0.032800972,0.16366163
2025-01-15,0.5174848,0.14776248,0.18785486,0.021651614,0.12524638
2025-01-16,0.4754832,0.13495019,0.23086949,0.035029937,0.12366715
2025-01-17,0.27608994,0.094304316,0.3275262,0.13126034,0.1708192
2025-01-21,0.14015836,0.072691105,0.2617552,0.38111258,0.14428273
2025-01-22,0.04131739,0.10569662,0.14256056,0.5677151,0.14271033
2025-01-23,0.08937975,0.15173738,0.17323454,0.33770618,0.2479421
2025-01-24,0.18561898,0.18758096,0.22079386,0.15502584,0.25098035
2025-01-27,0.23069294,0.15617014,0.27473897,0.1071973,0.2312007
2025-01-28,0.33639002,0.11215546,0.2963977,0.09231489,0.16274191
2025-01-29,0.23923816,0.10075928,0.3180107,0.13522322,0.20676866
2025-01-30,0.1475248,0.09580802,0.32015377,0.22363105,0.21288225
2025-01-31,0.09184671,0.09268754,0.32407162,0.28617263,0.2052215
2025-02-03,0.0623967,0.073759556,0.25111905,0.38888747,0.22383724
2025-02-04,0.0275448,0.06075948,0.19860677,0.49268857,0.22040036
2025-02-05,0.02254628,0.07268729,0.14961027,0.57369447,0.18146166
2025-02-06,0.02227383,0.13261758,0.149899,0.46257567,0.23263389
2025-02-07,0.07229874,0.22076482,0.14692284,0.21378805,0.34622556
2025-02-10,0.25094506,0.14893734,0.22026819,0.10856803,0.27128136
2025-02-11,0.2641632,0.20229,0.22020604,0.13480486,0.17853586
2025-02-12,0.2311841,0.121632054,0.27640104,0.18254533,0.18823744
2025-02-13,0.28025544,0.096687816,0.31677717,0.13334987,0.17292969
2025-02-14,0.22122832,0.098589286,0.30993202,0.13529927,0.23495112
2025-02-18,0.1411965,0.08691755,0.36249387,0.15685712,0.25253493
2025-02-19,0.09683545,0.075940914,0.3483634,0.23978487,0.23907538
2025-02-20,0.039045785,0.0806093,0.26105145,0.45745787,0.16183567
2025-02-21,0.038277213,0.08620348,0.15227754,0.5884699,0.13477185
2025-02-24,0.05964301,0.11840613,0.16159318,0.44796243,0.21239522
2025-02-25,0.11370817,0.19505131,0.17979711,0.23551086,0.27593258
2025-02-26,0.22523052,0.15167336,0.23420522,0.113654576,0.2752363
2025-02-27,0.116549104,0.21848333,0.2731936,0.13446783,0.25730613
2025-02-28,0.27131024,0.1440822,0.30044213,0.15405232,0.1301131
2025-03-03,0.3179149,0.089204766,0.27133662,0.16772684,0.15381686
2025-03-04,0.19242322,0.1374302,0.24448645,0.17727832,0.2483818
2025-03-05,0.17314106,0.11487697,0.31541827,0.16206042,0.23450333
2025-03-06,0.13504149,0.13376856,0.35803345,0.14503814,0.22811839
2025-03-07,0.16490604,0.06520044,0.36327812,0.18691522,0.21970017
2025-03-10,0.07713236,0.054398164,0.33438334,0.34768716,0.18639891
2025-03-11,0.030413112,0.07193909,0.1731555,0.5714275,0.15306479
2025-03-12,0.014221291,0.072725385,0.13518411,0.5693108,0.2085584
2025-03-13,0.027587293,0.12247956,0.11625678,0.50209624,0.23158017
2025-03-14,0.13301225,0.17980367,0.16552609,0.25009716,0.27156085
2025-03-17,0.21871732,0.24170996,0.16704147,0.09853827,0.27399296
2025-03-18,0.24536522,0.23690762,0.19557537,0.057631444,0.26452047
2025-03-19,0.46542686,0.059571907,0.34380823,0.04582679,0.08536617
2025-03-20,0.3246034,0.10308048,0.2832872,0.1360456,0.15298326
2025-03-21,0.10173846,0.05069667,0.3327182,0.2979495,0.21689725
2025-03-24,0.04186399,0.10206147,0.256311,0.3606476,0.23911592
2025-03-25,0.033413857,0.09947952,0.22395103,0.44023612,0.20291945
2025-03-26,0.05638871,0.10075961,0.20815083,0.4312128,0.20348804
2025-03-27,0.08756361,0.085836224,0.20646992,0.45368555,0.1664446
2025-03-28,0.09775251,0.19583753,0.17895138,0.28923827,0.23822027
2025-03-31,0.10328385,0.16254584,0.21106462,0.182391,0.3407147
2025-04-01,0.24570528,0.17123476,0.30473086,0.069071665,0.20925741
2025-04-02,0.28699768,0.07741922,0.36270687,0.10057459,0.17230166
2025-04-03,0.1517935,0.09747366,0.30829173,0.24275468,0.1996865
2025-04-04,0.03736109,0.153171,0.12826444,0.46639544,0.21480805
2025-04-07,0.070861034,0.25870362,0.14351393,0.4023963,0.12452517
2025-04-08,0.13064826,0.2428159,0.10454048,0.2814858,0.24050951
2025-04-09,0.21347171,0.318121,0.13988228,0.11704784,0.21147718
2025-04-10,0.4002307,0.24433143,0.11626731,0.0520732,0.18709734
2025-04-11,0.37276787,0.17112263,0.25915012,0.037993394,0.15896599
2025-04-14,0.5072477,0.10075129,0.20416015,0.041366562,0.14647423
2025-04-15,0.2045906,0.063079074,0.3898415,0.14276728,0.19972152
