anchor_date,gate_patch_2,gate_patch_4,gate_patch_8,gate_patch_12
2024-10-14,0.13422045,0.15514337,0.24448764,0.46614856
2024-10-15,0.13179068,0.12236215,0.28267214,0.46317506
2024-10-16,0.17655298,0.1506346,0.2185116,0.45430085
2024-10-17,0.13317205,0.17118044,0.24755141,0.4480962
2024-10-18,0.16656505,0.10429883,0.3797992,0.3493369
2024-10-21,0.090938225,0.22566853,0.23814261,0.44525057
2024-10-22,0.23485593,0.13932875,0.24536513,0.38045016
2024-10-23,0.1684932,0.13074204,0.3449,0.35586473
2024-10-24,0.06942088,0.12399462,0.4509724,0.3556121
2024-10-25,0.12573032,0.15895607,0.22217573,0.4931379
2024-10-28,0.16210143,0.11256657,0.4236084,0.30172357
2024-10-29,0.060206253,0.120484866,0.55545366,0.26385525
2024-10-30,0.091830336,0.16886933,0.53214216,0.20715824
2024-10-31,0.12906124,0.2007837,0.23214793,0.43800712
2024-11-01,0.16844083,0.12356785,0.23860225,0.46938908
2024-11-04,0.17567201,0.15976284,0.24675316,0.41781202
2024-11-05,0.10761917,0.08705982,0.65830517,0.1470158
2024-11-06,0.044733584,0.17111829,0.48250932,0.30163878
2024-11-07,0.19752821,0.19649789,0.22569104,0.38028294
2024-11-08,0.12339789,0.13147706,0.24139889,0.5037262
2024-11-11,0.14607555,0.12202446,0.24473372,0.48716617
2024-11-12,0.2776602,0.1752548,0.17671137,0.37037364
2024-11-13,0.11751255,0.11185265,0.24376032,0.52687454
2024-11-14,0.14145614,0.11716998,0.28754827,0.45382562
2024-11-15,0.09903908,0.1351007,0.23312232,0.53273785
2024-11-18,0.21311492,0.07712936,0.5733551,0.13640061
2024-11-19,0.050726164,0.23714805,0.2937888,0.41833696
2024-11-20,0.33993784,0.104599014,0.21455598,0.3409072
2024-11-21,0.11154133,0.17441355,0.13075195,0.5832932
2024-11-22,0.18594813,0.10857375,0.25655743,0.44892073
2024-11-25,0.14521411,0.1411127,0.25726613,0.45640704
2024-11-26,0.14151251,0.10654223,0.4148145,0.33713076
2024-11-27,0.072555356,0.16143751,0.46258226,0.3034249
2024-11-29,0.14925405,0.17880854,0.2654385,0.40649885
2024-12-02,0.15730786,0.16891028,0.14176294,0.53201884
2024-12-03,0.1275922,0.122991525,0.5341384,0.21527793
2024-12-04,0.044021424,0.19447578,0.44011635,0.32138646
2024-12-05,0.13014118,0.16399264,0.30774367,0.3981225
2024-12-06,0.13312265,0.16547592,0.14807995,0.5533215
2024-12-09,0.15825418,0.12279461,0.17227033,0.5466809
2024-12-10,0.13984863,0.10027766,0.40700305,0.3528706
2024-12-11,0.10521649,0.2231828,0.23904103,0.4325596
2024-12-12,0.2543124,0.11901653,0.3172953,0.3093758
2024-12-13,0.09240512,0.14164707,0.24915548,0.5167923
2024-12-16,0.16491154,0.091799445,0.12507504,0.618214
2024-12-17,0.15294702,0.1578221,0.1992542,0.4899767
2024-12-18,0.10509321,0.21307686,0.16761145,0.51421845
2024-12-19,0.14562769,0.14839433,0.39128757,0.3146904
2024-12-20,0.11171736,0.19999726,0.23865592,0.4496295
2024-12-23,0.123250216,0.1443314,0.1273983,0.6050201
2024-12-24,0.12190381,0.11392754,0.39931163,0.364857
2024-12-26,0.16058719,0.1226473,0.3552982,0.3614673
2024-12-27,0.14074062,0.17334273,0.22906305,0.45685366
2024-12-30,0.14578576,0.17548989,0.09441505,0.58430934
2024-12-31,0.13516563,0.12550467,0.25087819,0.48845154
2025-01-02,0.1336917,0.17251782,0.13826472,0.5555258
2025-01-03,0.13774635,0.10070042,0.4193189,0.34223428
2025-01-06,0.0584056,0.13324896,0.55787194,0.25047353
2025-01-07,0.106537364,0.13766022,0.5402382,0.21556419
2025-01-08,0.044452075,0.12267553,0.6265592,0.20631309
2025-01-10,0.1098633,0.15285186,0.39335546,0.34392935
2025-01-13,0.10163994,0.15714248,0.10221444,0.6390031
2025-01-14,0.14235741,0.13498788,0.22595192,0.49670273
2025-01-15,0.124191865,0.108552754,0.25442854,0.51282686
2025-01-16,0.0944266,0.0841125,0.5954128,0.22604807
2025-01-17,0.04829749,0.086726256,0.7135178,0.15145849
2025-01-21,0.08958146,0.14788708,0.48233902,0.28019238
2025-01-22,0.1367786,0.17311487,0.31884092,0.37126574
2025-01-23,0.13047634,0.20633814,0.20472506,0.45846048
2025-01-24,0.19551724,0.14332128,0.18346606,0.47769544
2025-01-27,0.20742726,0.14060515,0.21621524,0.43575233
2025-01-28,0.1464385,0.14040688,0.15551768,0.557637
2025-01-29,0.14483666,0.12862994,0.18321931,0.5433141
2025-01-30,0.19245915,0.101757325,0.35925886,0.34652463
2025-01-31,0.069018,0.079600625,0.6124493,0.23893209
2025-02-03,0.106485255,0.15045317,0.4215292,0.32153237
2025-02-04,0.123325974,0.079445414,0.5120274,0.28520122
2025-02-05,0.105859816,0.104807965,0.43322098,0.35611123
2025-02-06,0.09881154,0.11821075,0.43129635,0.35168135
2025-02-07,0.085541554,0.12966323,0.32148966,0.46330553
2025-02-10,0.07038569,0.1868323,0.35723415,0.38554788
2025-02-11,0.10836481,0.13626745,0.4244835,0.33088428
2025-02-12,0.10953683,0.15466073,0.33306146,0.40274101
2025-02-13,0.101995766,0.15117982,0.25791615,0.48890826
2025-02-14,0.17309152,0.118851624,0.20066519,0.50739163
2025-02-18,0.18049999,0.089263104,0.33333498,0.39690194
2025-02-19,0.096729845,0.123848885,0.50327307,0.2761482
2025-02-20,0.077000655,0.07838452,0.71353483,0.13107994
