freq,mode,patch_sizes,horizon,epochs_ran,elapsed_sec,train_samples,val_samples,test_samples,train_mse,train_mae,train_corr,train_rank_corr,train_direction_acc,train_pred_std,train_true_std,val_mse,val_mae,val_corr,val_rank_corr,val_direction_acc,val_pred_std,val_true_std,test_mse,test_mae,test_corr,test_rank_corr,test_direction_acc,test_pred_std,test_true_std,y_train_mean,y_train_std,test_mean_gate_patch_0,test_mean_gate_patch_1,test_mean_gate_patch_2,test_mean_gate_patch_3,test_mean_gate_patch_4,test_mean_gate_patch_5
daily,adaptive_router,"[5, 10, 20, 30]",10d,60,2871.4969724579714,2553,547,548,0.587654709815979,0.5774725079536438,-0.0578562433303417,-0.0637663676856647,0.4763023893458676,0.7450577020645142,0.1072988510131836,4.681133270263672,1.602412462234497,-0.1424587620308782,-0.1139057390331627,0.4844606946983547,2.0814950466156006,0.1028362661600112,1.7278393507003784,1.0058821439743042,0.0996371808463278,0.0968851163806487,0.5018248175182481,1.2460964918136597,0.1023615449666976,0.0024258117191493,0.1072988510131836,0.3444835543632507,0.2514338791370392,0.1595409214496612,0.2445416152477264,,
daily,adaptive_router,"[5, 10, 20, 30]",20d,42,2019.067074584018,2553,547,548,5.357258319854736,1.6356254816055298,-0.0056904701186068,-0.0294275048033269,0.5428907168037603,2.269507646560669,0.153127834200859,19.231353759765625,3.604458808898926,-0.1937734381684879,-0.2090087598541006,0.4369287020109689,3.9572248458862305,0.141805037856102,28.730993270874023,4.342182636260986,-0.0515392306926344,-0.1315513690944294,0.4927007299270073,4.909791946411133,0.1454658061265945,0.00487852236256,0.153127834200859,0.4043260514736175,0.1751743555068969,0.1684544384479522,0.2520451843738556,,
daily,adaptive_router,"[5, 10, 20, 30]",5d,60,2895.676230791956,2553,547,548,0.2942469120025635,0.4212240874767303,-0.0149832513555931,-0.0566923759316819,0.4857030943987466,0.5300962924957275,0.0759601891040802,2.367957353591919,1.231498122215271,-0.0994095725547709,-0.0866161747988996,0.4588665447897623,1.4285393953323364,0.0752401202917099,1.9432041645050049,1.1158620119094849,-0.0107389329146016,-0.0669299567095984,0.5182481751824818,1.3382400274276731,0.0779148414731025,0.0011742518981918,0.0759601891040802,0.2366737872362136,0.2062939256429672,0.239223837852478,0.3178084790706634,,
daily,static_weight,"[5, 10, 20, 30]",10d,60,2889.3925864170305,2553,547,548,0.1084215193986892,0.2600939571857452,-0.0044279968747144,0.0124418978685132,0.4860947904426165,0.3100575506687164,0.1072988510131836,0.5506538152694702,0.5799156427383423,0.1221911665603214,0.1358295030655437,0.5319926873857403,0.738132894039154,0.1028362661600112,0.8581715822219849,0.7500847578048706,0.0254899353611542,0.1174358487764503,0.5656934306569343,0.8891406655311584,0.1023615449666976,0.0024258117191493,0.1072988510131836,0.2499740272760391,0.250669777393341,0.2497872412204742,0.249568909406662,,
daily,static_weight,"[5, 10, 20, 30]",20d,51,2436.3258759580203,2553,547,548,14.149483680725098,2.885124921798706,-0.0728311607678292,-0.0648118971535003,0.4833529181355268,3.7447917461395264,0.153127834200859,30.906164169311523,4.199045658111572,-0.1821374269144265,-0.1262270305614335,0.4643510054844607,5.385544300079346,0.141805037856102,13.612895011901855,2.986902236938477,-0.01870089806831,-0.0726162614165724,0.4945255474452554,3.478342294692993,0.1454658061265945,0.00487852236256,0.153127834200859,0.2500634789466858,0.250098317861557,0.2497411072254181,0.2500970661640167,,
daily,static_weight,"[5, 10, 20, 30]",5d,37,1811.9104598750127,2553,547,548,185.1859588623047,10.53372859954834,0.0263007711895016,0.0240497560370715,0.5142969056012534,13.171585083007812,0.0759601891040802,388.0524597167969,15.26369285583496,0.0983629126463879,0.0922791562778752,0.5100548446069469,19.330265045166016,0.0752401202917099,148.2806854248047,9.98477268218994,-0.0347052892972921,-0.0212669149645521,0.4890510948905109,10.969732284545898,0.0779148414731025,0.0011742518981918,0.0759601891040802,0.2499565035104751,0.2499029338359832,0.2502333521842956,0.2499071657657623,,
halfday,adaptive_router,"[2, 4, 8, 10, 12]",10d,20,235.06030745903263,2553,547,548,64.3106918334961,5.497272491455078,-0.0038109739039352,0.0795528771215925,0.5334900117508813,7.892233371734619,0.1072988510131836,49.07704544067383,3.798818826675415,-0.0555921265798739,-0.1151108783699181,0.453382084095064,6.988799571990967,0.1028362661600112,46.11695098876953,4.214068412780762,-0.0959932262043587,-0.0288812319426217,0.4835766423357664,6.768039703369141,0.1023615449666976,0.0024258117191493,0.1072988510131836,0.2018852084875106,0.1821968406438827,0.1975903511047363,0.220987468957901,0.197340115904808,
halfday,adaptive_router,"[2, 4, 8, 10, 12]",20d,18,212.4446515000309,2553,547,548,4.181159973144531,1.1227236986160278,0.0006538798116051,0.1022354363838218,0.5346650998824912,2.0391387939453125,0.153127834200859,3.391155242919922,0.8709086775779724,0.0251405523840271,-0.0038511546736937,0.489945155393053,1.740400314331055,0.141805037856102,2.618011236190796,1.0068520307540894,-0.0055871951966596,0.0169345430826212,0.4963503649635036,1.482304930686951,0.1454658061265945,0.00487852236256,0.153127834200859,0.1343094408512115,0.1926543265581131,0.2504778206348419,0.2302054911851883,0.1923529207706451,
halfday,adaptive_router,"[2, 4, 8, 10, 12]",5d,39,477.1823250829475,2553,547,548,0.2255968451499939,0.3053881824016571,0.0166129922663033,-0.0356111347803946,0.472777124951038,0.4686361849308014,0.0759601891040802,0.1767076253890991,0.2133105248212814,0.0057378540693471,0.0717882243276457,0.5374771480804388,0.410018652677536,0.0752401202917099,0.1463454067707061,0.2342972010374069,0.1341460134959336,0.0510053542828354,0.5072992700729927,0.3782845437526703,0.0779148414731025,0.0011742518981918,0.0759601891040802,0.1667894721031189,0.1919514685869217,0.2066922187805175,0.187124028801918,0.2474428117275238,
halfday,static_weight,"[2, 4, 8, 10, 12]",10d,18,210.2958299170132,2553,547,548,23.99864959716797,2.877695798873902,0.0144512332624346,-0.0630484841330287,0.4845280062671367,4.8650712966918945,0.1072988510131836,35.94752502441406,3.893872022628784,-0.0018743397132068,-0.0152608015149612,0.4826325411334552,4.581545829772949,0.1028362661600112,40.74848937988281,5.2754106521606445,0.0365729205601326,-0.0063076807976995,0.5255474452554745,3.7433340549468994,0.1023615449666976,0.0024258117191493,0.1072988510131836,0.1999780982732772,0.2003796994686126,0.1998833417892456,0.1996137052774429,0.2001451104879379,
