anchor_date,gate_patch_2,gate_patch_4,gate_patch_8,gate_patch_12,gate_patch_13,gate_patch_14
2024-04-23,0.24673776,0.20560543,0.1349569,0.13915163,0.13894781,0.13460045
2024-04-24,0.24673776,0.20560543,0.1349569,0.13915163,0.13894781,0.13460045
2024-04-25,0.24673776,0.20560543,0.1349569,0.13915163,0.13894781,0.13460045
2024-04-26,0.24673776,0.20560543,0.1349569,0.13915163,0.13894781,0.13460045
2024-04-29,0.2778539,0.19229907,0.1460814,0.16375653,0.0936528,0.12635629
2024-04-30,0.2778539,0.19229907,0.1460814,0.16375653,0.0936528,0.12635629
2024-05-01,0.2778539,0.19229907,0.1460814,0.16375653,0.0936528,0.12635629
2024-05-02,0.2778539,0.19229907,0.1460814,0.16375653,0.0936528,0.12635629
2024-05-03,0.2778539,0.19229907,0.1460814,0.16375653,0.0936528,0.12635629
2024-05-06,0.27311438,0.20302062,0.1438782,0.14151064,0.10039447,0.13808171
2024-05-07,0.27311438,0.20302062,0.1438782,0.14151064,0.10039447,0.13808171
2024-05-08,0.27311438,0.20302062,0.1438782,0.14151064,0.10039447,0.13808171
2024-05-09,0.27311438,0.20302062,0.1438782,0.14151064,0.10039447,0.13808171
2024-05-10,0.27311438,0.20302062,0.1438782,0.14151064,0.10039447,0.13808171
2024-05-13,0.19110586,0.18109441,0.17333649,0.19842967,0.108908094,0.14712545
2024-05-14,0.19110586,0.18109441,0.17333649,0.19842967,0.108908094,0.14712545
2024-05-15,0.19110586,0.18109441,0.17333649,0.19842967,0.108908094,0.14712545
2024-05-16,0.19110586,0.18109441,0.17333649,0.19842967,0.108908094,0.14712545
2024-05-17,0.19110586,0.18109441,0.17333649,0.19842967,0.108908094,0.14712545
2024-05-20,0.16929114,0.17600909,0.18330999,0.1601158,0.15075754,0.16051647
2024-05-21,0.16929114,0.17600909,0.18330999,0.1601158,0.15075754,0.16051647
2024-05-22,0.16929114,0.17600909,0.18330999,0.1601158,0.15075754,0.16051647
2024-05-23,0.16929114,0.17600909,0.18330999,0.1601158,0.15075754,0.16051647
2024-05-24,0.16929114,0.17600909,0.18330999,0.1601158,0.15075754,0.16051647
2024-05-28,0.18632571,0.18788984,0.15111406,0.17031519,0.13496044,0.1693947
2024-05-29,0.18632571,0.18788984,0.15111406,0.17031519,0.13496044,0.1693947
2024-05-30,0.18632571,0.18788984,0.15111406,0.17031519,0.13496044,0.1693947
2024-05-31,0.18632571,0.18788984,0.15111406,0.17031519,0.13496044,0.1693947
2024-06-03,0.19210877,0.20025575,0.1468771,0.13750187,0.13827159,0.18498485
2024-06-04,0.19210877,0.20025575,0.1468771,0.13750187,0.13827159,0.18498485
2024-06-05,0.19210877,0.20025575,0.1468771,0.13750187,0.13827159,0.18498485
2024-06-06,0.19210877,0.20025575,0.1468771,0.13750187,0.13827159,0.18498485
2024-06-07,0.19210877,0.20025575,0.1468771,0.13750187,0.13827159,0.18498485
2024-06-10,0.22724462,0.1906302,0.14116518,0.13547593,0.10226074,0.20322333
2024-06-11,0.22724462,0.1906302,0.14116518,0.13547593,0.10226074,0.20322333
2024-06-12,0.22724462,0.1906302,0.14116518,0.13547593,0.10226074,0.20322333
2024-06-13,0.22724462,0.1906302,0.14116518,0.13547593,0.10226074,0.20322333
2024-06-14,0.22724462,0.1906302,0.14116518,0.13547593,0.10226074,0.20322333
2024-06-17,0.19239205,0.21749367,0.16266659,0.13840182,0.10816293,0.18088298
2024-06-18,0.19239205,0.21749367,0.16266659,0.13840182,0.10816293,0.18088298
2024-06-20,0.19239205,0.21749367,0.16266659,0.13840182,0.10816293,0.18088298
2024-06-21,0.19239205,0.21749367,0.16266659,0.13840182,0.10816293,0.18088298
2024-06-24,0.18892635,0.19300161,0.15778026,0.16715583,0.12515496,0.16798094
2024-06-25,0.18892635,0.19300161,0.15778026,0.16715583,0.12515496,0.16798094
2024-06-26,0.18892635,0.19300161,0.15778026,0.16715583,0.12515496,0.16798094
2024-06-27,0.18892635,0.19300161,0.15778026,0.16715583,0.12515496,0.16798094
2024-06-28,0.18892635,0.19300161,0.15778026,0.16715583,0.12515496,0.16798094
2024-07-01,0.184819,0.20388193,0.16083108,0.15838183,0.12602445,0.16606165
2024-07-02,0.184819,0.20388193,0.16083108,0.15838183,0.12602445,0.16606165
2024-07-03,0.184819,0.20388193,0.16083108,0.15838183,0.12602445,0.16606165
2024-07-05,0.184819,0.20388193,0.16083108,0.15838183,0.12602445,0.16606165
2024-07-08,0.18226725,0.19268675,0.15881063,0.14665335,0.13269144,0.18689053
2024-07-09,0.18226725,0.19268675,0.15881063,0.14665335,0.13269144,0.18689053
2024-07-10,0.18226725,0.19268675,0.15881063,0.14665335,0.13269144,0.18689053
2024-07-11,0.18226725,0.19268675,0.15881063,0.14665335,0.13269144,0.18689053
2024-07-12,0.18226725,0.19268675,0.15881063,0.14665335,0.13269144,0.18689053
2024-07-15,0.18267658,0.17958823,0.16899793,0.15464544,0.12281373,0.19127803
2024-07-16,0.18267658,0.17958823,0.16899793,0.15464544,0.12281373,0.19127803
2024-07-17,0.18267658,0.17958823,0.16899793,0.15464544,0.12281373,0.19127803
2024-07-18,0.18267658,0.17958823,0.16899793,0.15464544,0.12281373,0.19127803
2024-07-19,0.18267658,0.17958823,0.16899793,0.15464544,0.12281373,0.19127803
2024-07-22,0.20197706,0.19254428,0.15068491,0.15534706,0.12374041,0.17570625
2024-07-23,0.20197706,0.19254428,0.15068491,0.15534706,0.12374041,0.17570625
2024-07-24,0.20197706,0.19254428,0.15068491,0.15534706,0.12374041,0.17570625
2024-07-25,0.20197706,0.19254428,0.15068491,0.15534706,0.12374041,0.17570625
2024-07-26,0.20197706,0.19254428,0.15068491,0.15534706,0.12374041,0.17570625
2024-07-29,0.19134334,0.2006733,0.16036212,0.14595935,0.11722366,0.1844382
2024-07-30,0.19134334,0.2006733,0.16036212,0.14595935,0.11722366,0.1844382
2024-07-31,0.19134334,0.2006733,0.16036212,0.14595935,0.11722366,0.1844382
2024-08-01,0.19134334,0.2006733,0.16036212,0.14595935,0.11722366,0.1844382
2024-08-02,0.19134334,0.2006733,0.16036212,0.14595935,0.11722366,0.1844382
2024-08-05,0.18352255,0.18207544,0.15228201,0.16061942,0.14228351,0.17921707
2024-08-06,0.18352255,0.18207544,0.15228201,0.16061942,0.14228351,0.17921707
2024-08-07,0.18352255,0.18207544,0.15228201,0.16061942,0.14228351,0.17921707
2024-08-08,0.18352255,0.18207544,0.15228201,0.16061942,0.14228351,0.17921707
2024-08-09,0.18352255,0.18207544,0.15228201,0.16061942,0.14228351,0.17921707
2024-08-12,0.16513039,0.20111962,0.13739069,0.14793296,0.15156035,0.19686599
2024-08-13,0.16513039,0.20111962,0.13739069,0.14793296,0.15156035,0.19686599
2024-08-14,0.16513039,0.20111962,0.13739069,0.14793296,0.15156035,0.19686599
2024-08-15,0.16513039,0.20111962,0.13739069,0.14793296,0.15156035,0.19686599
2024-08-16,0.16513039,0.20111962,0.13739069,0.14793296,0.15156035,0.19686599
2024-08-19,0.17824543,0.22088096,0.12974466,0.14295632,0.15310928,0.1750634
2024-08-20,0.17824543,0.22088096,0.12974466,0.14295632,0.15310928,0.1750634
2024-08-21,0.17824543,0.22088096,0.12974466,0.14295632,0.15310928,0.1750634
2024-08-22,0.17824543,0.22088096,0.12974466,0.14295632,0.15310928,0.1750634
2024-08-23,0.17824543,0.22088096,0.12974466,0.14295632,0.15310928,0.1750634
2024-08-26,0.21676977,0.23038933,0.1376432,0.1289199,0.12977058,0.15650727
2024-08-27,0.21676977,0.23038933,0.1376432,0.1289199,0.12977058,0.15650727
2024-08-28,0.21676977,0.23038933,0.1376432,0.1289199,0.12977058,0.15650727
2024-08-29,0.21676977,0.23038933,0.1376432,0.1289199,0.12977058,0.15650727
2024-08-30,0.21676977,0.23038933,0.1376432,0.1289199,0.12977058,0.15650727
2024-09-03,0.17730197,0.20765674,0.17050187,0.1581354,0.14035437,0.14604975
2024-09-04,0.17730197,0.20765674,0.17050187,0.1581354,0.14035437,0.14604975
2024-09-05,0.17730197,0.20765674,0.17050187,0.1581354,0.14035437,0.14604975
2024-09-06,0.17730197,0.20765674,0.17050187,0.1581354,0.14035437,0.14604975
2024-09-09,0.21561535,0.19925316,0.1555862,0.16495258,0.11500201,0.14959072
2024-09-10,0.21561535,0.19925316,0.1555862,0.16495258,0.11500201,0.14959072
2024-09-11,0.21561535,0.19925316,0.1555862,0.16495258,0.11500201,0.14959072
2024-09-12,0.21561535,0.19925316,0.1555862,0.16495258,0.11500201,0.14959072
2024-09-13,0.21561535,0.19925316,0.1555862,0.16495258,0.11500201,0.14959072
2024-09-16,0.19093646,0.20761596,0.16444804,0.16144276,0.12595136,0.14960544
2024-09-17,0.19093646,0.20761596,0.16444804,0.16144276,0.12595136,0.14960544
2024-09-18,0.19093646,0.20761596,0.16444804,0.16144276,0.12595136,0.14960544
2024-09-19,0.19093646,0.20761596,0.16444804,0.16144276,0.12595136,0.14960544
2024-09-20,0.19093646,0.20761596,0.16444804,0.16144276,0.12595136,0.14960544
2024-09-23,0.18425357,0.18186297,0.17446356,0.1642934,0.1386026,0.1565239
2024-09-24,0.18425357,0.18186297,0.17446356,0.1642934,0.1386026,0.1565239
2024-09-25,0.18425357,0.18186297,0.17446356,0.1642934,0.1386026,0.1565239
2024-09-26,0.18425357,0.18186297,0.17446356,0.1642934,0.1386026,0.1565239
2024-09-27,0.18425357,0.18186297,0.17446356,0.1642934,0.1386026,0.1565239
2024-09-30,0.21958408,0.18958399,0.15856695,0.15684737,0.115813516,0.1596041
2024-10-01,0.21958408,0.18958399,0.15856695,0.15684737,0.115813516,0.1596041
2024-10-02,0.21958408,0.18958399,0.15856695,0.15684737,0.115813516,0.1596041
2024-10-03,0.21958408,0.18958399,0.15856695,0.15684737,0.115813516,0.1596041
2024-10-04,0.21958408,0.18958399,0.15856695,0.15684737,0.115813516,0.1596041
2024-10-07,0.19800085,0.17800699,0.16890246,0.17450261,0.13545927,0.1451278
2024-10-08,0.19800085,0.17800699,0.16890246,0.17450261,0.13545927,0.1451278
2024-10-09,0.19800085,0.17800699,0.16890246,0.17450261,0.13545927,0.1451278
2024-10-10,0.19800085,0.17800699,0.16890246,0.17450261,0.13545927,0.1451278
2024-10-11,0.19800085,0.17800699,0.16890246,0.17450261,0.13545927,0.1451278
2024-10-14,0.20839265,0.17732929,0.13714696,0.18728428,0.11177774,0.17806898
2024-10-15,0.20839265,0.17732929,0.13714696,0.18728428,0.11177774,0.17806898
2024-10-16,0.20839265,0.17732929,0.13714696,0.18728428,0.11177774,0.17806898
2024-10-17,0.20839265,0.17732929,0.13714696,0.18728428,0.11177774,0.17806898
2024-10-18,0.20839265,0.17732929,0.13714696,0.18728428,0.11177774,0.17806898
2024-10-21,0.17541191,0.17406707,0.13339591,0.15134722,0.15394261,0.21183527
2024-10-22,0.17541191,0.17406707,0.13339591,0.15134722,0.15394261,0.21183527
2024-10-23,0.17541191,0.17406707,0.13339591,0.15134722,0.15394261,0.21183527
2024-10-24,0.17541191,0.17406707,0.13339591,0.15134722,0.15394261,0.21183527
2024-10-25,0.17541191,0.17406707,0.13339591,0.15134722,0.15394261,0.21183527
2024-10-28,0.16332673,0.16948545,0.1499683,0.14391014,0.15614264,0.2171667
2024-10-29,0.16332673,0.16948545,0.1499683,0.14391014,0.15614264,0.2171667
2024-10-30,0.16332673,0.16948545,0.1499683,0.14391014,0.15614264,0.2171667
2024-10-31,0.16332673,0.16948545,0.1499683,0.14391014,0.15614264,0.2171667
2024-11-01,0.16332673,0.16948545,0.1499683,0.14391014,0.15614264,0.2171667
2024-11-04,0.16648495,0.17633727,0.15692566,0.099290356,0.15138131,0.24958043
2024-11-05,0.16648495,0.17633727,0.15692566,0.099290356,0.15138131,0.24958043
2024-11-06,0.16648495,0.17633727,0.15692566,0.099290356,0.15138131,0.24958043
2024-11-07,0.16648495,0.17633727,0.15692566,0.099290356,0.15138131,0.24958043
2024-11-08,0.16648495,0.17633727,0.15692566,0.099290356,0.15138131,0.24958043
2024-11-11,0.14996976,0.14955242,0.18404162,0.10566327,0.1706393,0.2401336
2024-11-12,0.14996976,0.14955242,0.18404162,0.10566327,0.1706393,0.2401336
2024-11-13,0.14996976,0.14955242,0.18404162,0.10566327,0.1706393,0.2401336
2024-11-14,0.14996976,0.14955242,0.18404162,0.10566327,0.1706393,0.2401336
2024-11-15,0.14996976,0.14955242,0.18404162,0.10566327,0.1706393,0.2401336
2024-11-18,0.14484796,0.15087207,0.19267672,0.07990359,0.1563289,0.27537078
2024-11-19,0.14484796,0.15087207,0.19267672,0.07990359,0.1563289,0.27537078
2024-11-20,0.14484796,0.15087207,0.19267672,0.07990359,0.1563289,0.27537078
2024-11-21,0.14484796,0.15087207,0.19267672,0.07990359,0.1563289,0.27537078
2024-11-22,0.14484796,0.15087207,0.19267672,0.07990359,0.1563289,0.27537078
2024-11-25,0.12452448,0.13724554,0.18432781,0.07619274,0.20326637,0.27444303
2024-11-26,0.12452448,0.13724554,0.18432781,0.07619274,0.20326637,0.27444303
2024-11-27,0.12452448,0.13724554,0.18432781,0.07619274,0.20326637,0.27444303
2024-11-29,0.12452448,0.13724554,0.18432781,0.07619274,0.20326637,0.27444303
2024-12-02,0.113867946,0.18803294,0.18085636,0.06925842,0.24290209,0.20508222
2024-12-03,0.113867946,0.18803294,0.18085636,0.06925842,0.24290209,0.20508222
2024-12-04,0.113867946,0.18803294,0.18085636,0.06925842,0.24290209,0.20508222
2024-12-05,0.113867946,0.18803294,0.18085636,0.06925842,0.24290209,0.20508222
2024-12-06,0.113867946,0.18803294,0.18085636,0.06925842,0.24290209,0.20508222
2024-12-09,0.1853824,0.19684789,0.17658924,0.07042677,0.19950747,0.17124629
2024-12-10,0.1853824,0.19684789,0.17658924,0.07042677,0.19950747,0.17124629
2024-12-11,0.1853824,0.19684789,0.17658924,0.07042677,0.19950747,0.17124629
2024-12-12,0.1853824,0.19684789,0.17658924,0.07042677,0.19950747,0.17124629
2024-12-13,0.1853824,0.19684789,0.17658924,0.07042677,0.19950747,0.17124629
2024-12-16,0.22117136,0.17949688,0.21551864,0.070396855,0.17660616,0.13681006
2024-12-17,0.22117136,0.17949688,0.21551864,0.070396855,0.17660616,0.13681006
2024-12-18,0.22117136,0.17949688,0.21551864,0.070396855,0.17660616,0.13681006
2024-12-19,0.22117136,0.17949688,0.21551864,0.070396855,0.17660616,0.13681006
2024-12-20,0.22117136,0.17949688,0.21551864,0.070396855,0.17660616,0.13681006
2024-12-23,0.1977339,0.15230303,0.22633821,0.10422268,0.19239582,0.12700646
2024-12-24,0.1977339,0.15230303,0.22633821,0.10422268,0.19239582,0.12700646
2024-12-26,0.1977339,0.15230303,0.22633821,0.10422268,0.19239582,0.12700646
2024-12-27,0.1977339,0.15230303,0.22633821,0.10422268,0.19239582,0.12700646
2024-12-30,0.17227224,0.1475422,0.25619745,0.092988305,0.18899854,0.1420013
2024-12-31,0.17227224,0.1475422,0.25619745,0.092988305,0.18899854,0.1420013
2025-01-02,0.17227224,0.1475422,0.25619745,0.092988305,0.18899854,0.1420013
2025-01-03,0.17227224,0.1475422,0.25619745,0.092988305,0.18899854,0.1420013
2025-01-06,0.17378657,0.14697617,0.23453912,0.08931791,0.22929384,0.12608637
2025-01-07,0.17378657,0.14697617,0.23453912,0.08931791,0.22929384,0.12608637
2025-01-08,0.17378657,0.14697617,0.23453912,0.08931791,0.22929384,0.12608637
2025-01-10,0.17378657,0.14697617,0.23453912,0.08931791,0.22929384,0.12608637
2025-01-13,0.19605279,0.13864847,0.25014576,0.08635526,0.20630264,0.12249514
2025-01-14,0.19605279,0.13864847,0.25014576,0.08635526,0.20630264,0.12249514
2025-01-15,0.19605279,0.13864847,0.25014576,0.08635526,0.20630264,0.12249514
2025-01-16,0.19605279,0.13864847,0.25014576,0.08635526,0.20630264,0.12249514
2025-01-17,0.19605279,0.13864847,0.25014576,0.08635526,0.20630264,0.12249514
2025-01-21,0.23391823,0.133453,0.21914393,0.12027979,0.14700846,0.14619663
2025-01-22,0.23391823,0.133453,0.21914393,0.12027979,0.14700846,0.14619663
2025-01-23,0.23391823,0.133453,0.21914393,0.12027979,0.14700846,0.14619663
2025-01-24,0.23391823,0.133453,0.21914393,0.12027979,0.14700846,0.14619663
2025-01-27,0.2322195,0.13746206,0.18482944,0.1255671,0.13656494,0.18335693
2025-01-28,0.2322195,0.13746206,0.18482944,0.1255671,0.13656494,0.18335693
2025-01-29,0.2322195,0.13746206,0.18482944,0.1255671,0.13656494,0.18335693
2025-01-30,0.2322195,0.13746206,0.18482944,0.1255671,0.13656494,0.18335693
2025-01-31,0.2322195,0.13746206,0.18482944,0.1255671,0.13656494,0.18335693
2025-02-03,0.1827314,0.15439819,0.1492737,0.120960295,0.13988814,0.25274828
2025-02-04,0.1827314,0.15439819,0.1492737,0.120960295,0.13988814,0.25274828
2025-02-05,0.1827314,0.15439819,0.1492737,0.120960295,0.13988814,0.25274828
2025-02-06,0.1827314,0.15439819,0.1492737,0.120960295,0.13988814,0.25274828
2025-02-07,0.1827314,0.15439819,0.1492737,0.120960295,0.13988814,0.25274828
2025-02-10,0.1868978,0.15864806,0.1461827,0.089986734,0.15020365,0.26808107
2025-02-11,0.1868978,0.15864806,0.1461827,0.089986734,0.15020365,0.26808107
2025-02-12,0.1868978,0.15864806,0.1461827,0.089986734,0.15020365,0.26808107
2025-02-13,0.1868978,0.15864806,0.1461827,0.089986734,0.15020365,0.26808107
2025-02-14,0.1868978,0.15864806,0.1461827,0.089986734,0.15020365,0.26808107
2025-02-18,0.18709877,0.17033736,0.18355425,0.102636024,0.13295127,0.22342232
2025-02-19,0.18709877,0.17033736,0.18355425,0.102636024,0.13295127,0.22342232
2025-02-20,0.18709877,0.17033736,0.18355425,0.102636024,0.13295127,0.22342232
2025-02-21,0.18709877,0.17033736,0.18355425,0.102636024,0.13295127,0.22342232
2025-02-24,0.18047461,0.16638419,0.18640101,0.1043001,0.12988116,0.23255895
2025-02-25,0.18047461,0.16638419,0.18640101,0.1043001,0.12988116,0.23255895
2025-02-26,0.18047461,0.16638419,0.18640101,0.1043001,0.12988116,0.23255895
2025-02-27,0.18047461,0.16638419,0.18640101,0.1043001,0.12988116,0.23255895
2025-02-28,0.18047461,0.16638419,0.18640101,0.1043001,0.12988116,0.23255895
2025-03-03,0.15138109,0.1567559,0.16873421,0.10897542,0.14572637,0.2684271
2025-03-04,0.15138109,0.1567559,0.16873421,0.10897542,0.14572637,0.2684271
2025-03-05,0.15138109,0.1567559,0.16873421,0.10897542,0.14572637,0.2684271
2025-03-06,0.15138109,0.1567559,0.16873421,0.10897542,0.14572637,0.2684271
2025-03-07,0.15138109,0.1567559,0.16873421,0.10897542,0.14572637,0.2684271
2025-03-10,0.10943253,0.15553775,0.18442245,0.07663325,0.17952885,0.2944451
2025-03-11,0.10943253,0.15553775,0.18442245,0.07663325,0.17952885,0.2944451
2025-03-12,0.10943253,0.15553775,0.18442245,0.07663325,0.17952885,0.2944451
2025-03-13,0.10943253,0.15553775,0.18442245,0.07663325,0.17952885,0.2944451
2025-03-14,0.10943253,0.15553775,0.18442245,0.07663325,0.17952885,0.2944451
2025-03-17,0.13749076,0.14601372,0.19577183,0.07919693,0.16934808,0.27217868
2025-03-18,0.13749076,0.14601372,0.19577183,0.07919693,0.16934808,0.27217868
2025-03-19,0.13749076,0.14601372,0.19577183,0.07919693,0.16934808,0.27217868
2025-03-20,0.13749076,0.14601372,0.19577183,0.07919693,0.16934808,0.27217868
2025-03-21,0.13749076,0.14601372,0.19577183,0.07919693,0.16934808,0.27217868
2025-03-24,0.15980493,0.17117828,0.21318237,0.06986879,0.17025517,0.2157104
2025-03-25,0.15980493,0.17117828,0.21318237,0.06986879,0.17025517,0.2157104
2025-03-26,0.15980493,0.17117828,0.21318237,0.06986879,0.17025517,0.2157104
2025-03-27,0.15980493,0.17117828,0.21318237,0.06986879,0.17025517,0.2157104
2025-03-28,0.15980493,0.17117828,0.21318237,0.06986879,0.17025517,0.2157104
2025-03-31,0.17627545,0.15847309,0.20849136,0.090342864,0.17493953,0.19147778
2025-04-01,0.17627545,0.15847309,0.20849136,0.090342864,0.17493953,0.19147778
2025-04-02,0.17627545,0.15847309,0.20849136,0.090342864,0.17493953,0.19147778
2025-04-03,0.17627545,0.15847309,0.20849136,0.090342864,0.17493953,0.19147778
2025-04-04,0.17627545,0.15847309,0.20849136,0.090342864,0.17493953,0.19147778
2025-04-07,0.1670009,0.17303714,0.20183733,0.085556425,0.18666995,0.18589829
2025-04-08,0.1670009,0.17303714,0.20183733,0.085556425,0.18666995,0.18589829
2025-04-09,0.1670009,0.17303714,0.20183733,0.085556425,0.18666995,0.18589829
2025-04-10,0.1670009,0.17303714,0.20183733,0.085556425,0.18666995,0.18589829
2025-04-11,0.1670009,0.17303714,0.20183733,0.085556425,0.18666995,0.18589829
2025-04-14,0.120271415,0.12977037,0.19340517,0.08557746,0.28317264,0.18780285
2025-04-15,0.120271415,0.12977037,0.19340517,0.08557746,0.28317264,0.18780285
2025-04-16,0.120271415,0.12977037,0.19340517,0.08557746,0.28317264,0.18780285
2025-04-17,0.120271415,0.12977037,0.19340517,0.08557746,0.28317264,0.18780285
2025-04-21,0.1458552,0.14627935,0.18607251,0.07034276,0.26379573,0.18765444
2025-04-22,0.1458552,0.14627935,0.18607251,0.07034276,0.26379573,0.18765444
2025-04-23,0.1458552,0.14627935,0.18607251,0.07034276,0.26379573,0.18765444
2025-04-24,0.1458552,0.14627935,0.18607251,0.07034276,0.26379573,0.18765444
2025-04-25,0.1458552,0.14627935,0.18607251,0.07034276,0.26379573,0.18765444
2025-04-28,0.20743386,0.16266638,0.18723896,0.06322992,0.2167288,0.16270211
2025-04-29,0.20743386,0.16266638,0.18723896,0.06322992,0.2167288,0.16270211
2025-04-30,0.20743386,0.16266638,0.18723896,0.06322992,0.2167288,0.16270211
2025-05-01,0.20743386,0.16266638,0.18723896,0.06322992,0.2167288,0.16270211
2025-05-02,0.20743386,0.16266638,0.18723896,0.06322992,0.2167288,0.16270211
2025-05-05,0.18099132,0.1541747,0.23623648,0.067994185,0.22323121,0.13737206
2025-05-06,0.18099132,0.1541747,0.23623648,0.067994185,0.22323121,0.13737206
2025-05-07,0.18099132,0.1541747,0.23623648,0.067994185,0.22323121,0.13737206
2025-05-08,0.18099132,0.1541747,0.23623648,0.067994185,0.22323121,0.13737206
2025-05-09,0.18099132,0.1541747,0.23623648,0.067994185,0.22323121,0.13737206
2025-05-12,0.20134912,0.13060924,0.24356888,0.07928709,0.16507432,0.18011123
2025-05-13,0.20134912,0.13060924,0.24356888,0.07928709,0.16507432,0.18011123
2025-05-14,0.20134912,0.13060924,0.24356888,0.07928709,0.16507432,0.18011123
2025-05-15,0.20134912,0.13060924,0.24356888,0.07928709,0.16507432,0.18011123
2025-05-16,0.20134912,0.13060924,0.24356888,0.07928709,0.16507432,0.18011123
2025-05-19,0.18594381,0.13428497,0.2118255,0.078968965,0.20878239,0.18019436
2025-05-20,0.18594381,0.13428497,0.2118255,0.078968965,0.20878239,0.18019436
2025-05-21,0.18594381,0.13428497,0.2118255,0.078968965,0.20878239,0.18019436
2025-05-22,0.18594381,0.13428497,0.2118255,0.078968965,0.20878239,0.18019436
2025-05-23,0.18594381,0.13428497,0.2118255,0.078968965,0.20878239,0.18019436
2025-05-27,0.15284695,0.15486096,0.19991483,0.08336723,0.22030023,0.18870977
2025-05-28,0.15284695,0.15486096,0.19991483,0.08336723,0.22030023,0.18870977
2025-05-29,0.15284695,0.15486096,0.19991483,0.08336723,0.22030023,0.18870977
2025-05-30,0.15284695,0.15486096,0.19991483,0.08336723,0.22030023,0.18870977
2025-06-02,0.18673874,0.157463,0.20764679,0.06777987,0.18926856,0.1911031
2025-06-03,0.18673874,0.157463,0.20764679,0.06777987,0.18926856,0.1911031
2025-06-04,0.18673874,0.157463,0.20764679,0.06777987,0.18926856,0.1911031
2025-06-05,0.18673874,0.157463,0.20764679,0.06777987,0.18926856,0.1911031
2025-06-06,0.18673874,0.157463,0.20764679,0.06777987,0.18926856,0.1911031
2025-06-09,0.22365513,0.14758508,0.22768615,0.07910616,0.16649279,0.15547471
2025-06-10,0.22365513,0.14758508,0.22768615,0.07910616,0.16649279,0.15547471
2025-06-11,0.22365513,0.14758508,0.22768615,0.07910616,0.16649279,0.15547471
2025-06-12,0.22365513,0.14758508,0.22768615,0.07910616,0.16649279,0.15547471
2025-06-13,0.22365513,0.14758508,0.22768615,0.07910616,0.16649279,0.15547471
