anchor_date,gate_patch_2,gate_patch_4,gate_patch_8,gate_patch_12,gate_patch_13,gate_patch_14
2024-03-01,0.10200041,0.26173532,0.10556876,0.15556812,0.18790442,0.18722288
2024-03-04,0.098178774,0.28375936,0.10750233,0.15309261,0.18165606,0.17581077
2024-03-05,0.098178774,0.28375936,0.10750233,0.15309261,0.18165606,0.17581077
2024-03-06,0.098178774,0.28375936,0.10750233,0.15309261,0.18165606,0.17581077
2024-03-07,0.098178774,0.28375936,0.10750233,0.15309261,0.18165606,0.17581077
2024-03-08,0.098178774,0.28375936,0.10750233,0.15309261,0.18165606,0.17581077
2024-03-11,0.10368912,0.2743306,0.103396915,0.15790205,0.18152398,0.1791574
2024-03-12,0.10368912,0.2743306,0.103396915,0.15790205,0.18152398,0.1791574
2024-03-13,0.10368912,0.2743306,0.103396915,0.15790205,0.18152398,0.1791574
2024-03-14,0.10368912,0.2743306,0.103396915,0.15790205,0.18152398,0.1791574
2024-03-15,0.10368912,0.2743306,0.103396915,0.15790205,0.18152398,0.1791574
2024-03-18,0.09609926,0.27463436,0.104261234,0.16026664,0.19200367,0.17273481
2024-03-19,0.09609926,0.27463436,0.104261234,0.16026664,0.19200367,0.17273481
2024-03-20,0.09609926,0.27463436,0.104261234,0.16026664,0.19200367,0.17273481
2024-03-21,0.09609926,0.27463436,0.104261234,0.16026664,0.19200367,0.17273481
2024-03-22,0.09609926,0.27463436,0.104261234,0.16026664,0.19200367,0.17273481
2024-03-25,0.10625973,0.2639594,0.102696024,0.1516878,0.19194975,0.18344729
2024-03-26,0.10625973,0.2639594,0.102696024,0.1516878,0.19194975,0.18344729
2024-03-27,0.10625973,0.2639594,0.102696024,0.1516878,0.19194975,0.18344729
2024-03-28,0.10625973,0.2639594,0.102696024,0.1516878,0.19194975,0.18344729
2024-04-01,0.11087662,0.26139057,0.09772332,0.15645559,0.19088925,0.18266465
2024-04-02,0.11087662,0.26139057,0.09772332,0.15645559,0.19088925,0.18266465
2024-04-03,0.11087662,0.26139057,0.09772332,0.15645559,0.19088925,0.18266465
2024-04-04,0.11087662,0.26139057,0.09772332,0.15645559,0.19088925,0.18266465
2024-04-05,0.11087662,0.26139057,0.09772332,0.15645559,0.19088925,0.18266465
2024-04-08,0.1066347,0.25037792,0.09991747,0.15923002,0.2024695,0.18137042
2024-04-09,0.1066347,0.25037792,0.09991747,0.15923002,0.2024695,0.18137042
2024-04-10,0.1066347,0.25037792,0.09991747,0.15923002,0.2024695,0.18137042
2024-04-11,0.1066347,0.25037792,0.09991747,0.15923002,0.2024695,0.18137042
2024-04-12,0.1066347,0.25037792,0.09991747,0.15923002,0.2024695,0.18137042
2024-04-15,0.100435935,0.25275704,0.10183339,0.15002495,0.19295038,0.20199834
2024-04-16,0.100435935,0.25275704,0.10183339,0.15002495,0.19295038,0.20199834
2024-04-17,0.100435935,0.25275704,0.10183339,0.15002495,0.19295038,0.20199834
2024-04-18,0.100435935,0.25275704,0.10183339,0.15002495,0.19295038,0.20199834
2024-04-19,0.100435935,0.25275704,0.10183339,0.15002495,0.19295038,0.20199834
2024-04-22,0.103468955,0.23946285,0.103202395,0.15305153,0.19438663,0.20642757
2024-04-23,0.103468955,0.23946285,0.103202395,0.15305153,0.19438663,0.20642757
2024-04-24,0.103468955,0.23946285,0.103202395,0.15305153,0.19438663,0.20642757
2024-04-25,0.103468955,0.23946285,0.103202395,0.15305153,0.19438663,0.20642757
2024-04-26,0.103468955,0.23946285,0.103202395,0.15305153,0.19438663,0.20642757
2024-04-29,0.100386694,0.23850624,0.10630947,0.15363324,0.19802675,0.20313764
2024-04-30,0.100386694,0.23850624,0.10630947,0.15363324,0.19802675,0.20313764
2024-05-01,0.100386694,0.23850624,0.10630947,0.15363324,0.19802675,0.20313764
2024-05-02,0.100386694,0.23850624,0.10630947,0.15363324,0.19802675,0.20313764
2024-05-03,0.100386694,0.23850624,0.10630947,0.15363324,0.19802675,0.20313764
2024-05-06,0.10401353,0.2481011,0.10312559,0.1517885,0.19538069,0.19759057
2024-05-07,0.10401353,0.2481011,0.10312559,0.1517885,0.19538069,0.19759057
2024-05-08,0.10401353,0.2481011,0.10312559,0.1517885,0.19538069,0.19759057
2024-05-09,0.10401353,0.2481011,0.10312559,0.1517885,0.19538069,0.19759057
2024-05-10,0.10401353,0.2481011,0.10312559,0.1517885,0.19538069,0.19759057
2024-05-13,0.100313686,0.24958904,0.102175444,0.1563154,0.1981834,0.19342303
2024-05-14,0.100313686,0.24958904,0.102175444,0.1563154,0.1981834,0.19342303
2024-05-15,0.100313686,0.24958904,0.102175444,0.1563154,0.1981834,0.19342303
2024-05-16,0.100313686,0.24958904,0.102175444,0.1563154,0.1981834,0.19342303
2024-05-17,0.100313686,0.24958904,0.102175444,0.1563154,0.1981834,0.19342303
2024-05-20,0.10550752,0.25294316,0.09894657,0.16510491,0.19758165,0.1799162
2024-05-21,0.10550752,0.25294316,0.09894657,0.16510491,0.19758165,0.1799162
2024-05-22,0.10550752,0.25294316,0.09894657,0.16510491,0.19758165,0.1799162
2024-05-23,0.10550752,0.25294316,0.09894657,0.16510491,0.19758165,0.1799162
2024-05-24,0.10550752,0.25294316,0.09894657,0.16510491,0.19758165,0.1799162
2024-05-28,0.10692292,0.2585851,0.09720679,0.15134099,0.19845618,0.18748803
2024-05-29,0.10692292,0.2585851,0.09720679,0.15134099,0.19845618,0.18748803
2024-05-30,0.10692292,0.2585851,0.09720679,0.15134099,0.19845618,0.18748803
2024-05-31,0.10692292,0.2585851,0.09720679,0.15134099,0.19845618,0.18748803
2024-06-03,0.10268068,0.2563683,0.09689477,0.15385863,0.20122528,0.18897232
2024-06-04,0.10268068,0.2563683,0.09689477,0.15385863,0.20122528,0.18897232
2024-06-05,0.10268068,0.2563683,0.09689477,0.15385863,0.20122528,0.18897232
2024-06-06,0.10268068,0.2563683,0.09689477,0.15385863,0.20122528,0.18897232
2024-06-07,0.10268068,0.2563683,0.09689477,0.15385863,0.20122528,0.18897232
2024-06-10,0.1018112,0.25688356,0.10000907,0.14769211,0.19884124,0.19476287
2024-06-11,0.1018112,0.25688356,0.10000907,0.14769211,0.19884124,0.19476287
2024-06-12,0.1018112,0.25688356,0.10000907,0.14769211,0.19884124,0.19476287
2024-06-13,0.1018112,0.25688356,0.10000907,0.14769211,0.19884124,0.19476287
2024-06-14,0.1018112,0.25688356,0.10000907,0.14769211,0.19884124,0.19476287
2024-06-17,0.101165734,0.26291206,0.10376218,0.14408702,0.196197,0.19187601
2024-06-18,0.101165734,0.26291206,0.10376218,0.14408702,0.196197,0.19187601
2024-06-20,0.101165734,0.26291206,0.10376218,0.14408702,0.196197,0.19187601
2024-06-21,0.101165734,0.26291206,0.10376218,0.14408702,0.196197,0.19187601
2024-06-24,0.0976788,0.2664041,0.10385042,0.14822377,0.19568087,0.18816201
2024-06-25,0.0976788,0.2664041,0.10385042,0.14822377,0.19568087,0.18816201
2024-06-26,0.0976788,0.2664041,0.10385042,0.14822377,0.19568087,0.18816201
2024-06-27,0.0976788,0.2664041,0.10385042,0.14822377,0.19568087,0.18816201
2024-06-28,0.0976788,0.2664041,0.10385042,0.14822377,0.19568087,0.18816201
2024-07-01,0.09253478,0.2735525,0.10659152,0.14584121,0.19887821,0.1826017
2024-07-02,0.09253478,0.2735525,0.10659152,0.14584121,0.19887821,0.1826017
2024-07-03,0.09253478,0.2735525,0.10659152,0.14584121,0.19887821,0.1826017
2024-07-05,0.09253478,0.2735525,0.10659152,0.14584121,0.19887821,0.1826017
2024-07-08,0.09531883,0.2764885,0.106621295,0.14473714,0.19406052,0.18277375
2024-07-09,0.09531883,0.2764885,0.106621295,0.14473714,0.19406052,0.18277375
2024-07-10,0.09531883,0.2764885,0.106621295,0.14473714,0.19406052,0.18277375
